week_id,SKU_QTY,0,1,2,3,4,5,6,ID_SKU
0,100441,10129.0,13755.0,12360.0,15377.0,16067.0,16403.0,16350.0,951398
1,72639,13755.0,12360.0,15377.0,16067.0,16403.0,16350.0,16307.0,951398
2,63284,12360.0,15377.0,16067.0,16403.0,16350.0,16307.0,14855.0,951398
3,67232,15377.0,16067.0,16403.0,16350.0,16307.0,14855.0,6298.0,951398
4,67907,16067.0,16403.0,16350.0,16307.0,14855.0,6298.0,6707.0,951398
5,64753,16403.0,16350.0,16307.0,14855.0,6298.0,6707.0,10098.0,951398
6,59650,16350.0,16307.0,14855.0,6298.0,6707.0,10098.0,10370.0,951398
7,60156,16307.0,14855.0,6298.0,6707.0,10098.0,10370.0,8004.0,951398
8,59795,14855.0,6298.0,6707.0,10098.0,10370.0,8004.0,7586.0,951398
9,67444,6298.0,6707.0,10098.0,10370.0,8004.0,7586.0,8163.0,951398
10,69861,6707.0,10098.0,10370.0,8004.0,7586.0,8163.0,8306.0,951398
11,67467,10098.0,10370.0,8004.0,7586.0,8163.0,8306.0,11885.0,951398
12,69438,10370.0,8004.0,7586.0,8163.0,8306.0,11885.0,12201.0,951398
13,66401,8004.0,7586.0,8163.0,8306.0,11885.0,12201.0,12263.0,951398
14,67848,7586.0,8163.0,8306.0,11885.0,12201.0,12263.0,9457.0,951398
15,67653,8163.0,8306.0,11885.0,12201.0,12263.0,9457.0,7712.0,951398
16,63527,8306.0,11885.0,12201.0,12263.0,9457.0,7712.0,7851.0,951398
17,72342,11885.0,12201.0,12263.0,9457.0,7712.0,7851.0,8186.0,951398
18,74459,12201.0,12263.0,9457.0,7712.0,7851.0,8186.0,9133.0,951398
19,66565,12263.0,9457.0,7712.0,7851.0,8186.0,9133.0,12555.0,951398
20,69348,9457.0,7712.0,7851.0,8186.0,9133.0,12555.0,12417.0,951398
21,68724,7712.0,7851.0,8186.0,9133.0,12555.0,12417.0,9613.0,951398
22,74453,7851.0,8186.0,9133.0,12555.0,12417.0,9613.0,8155.0,951398
23,78836,8186.0,9133.0,12555.0,12417.0,9613.0,8155.0,8241.0,951398
24,74015,9133.0,12555.0,12417.0,9613.0,8155.0,8241.0,8255.0,951398
25,66186,12555.0,12417.0,9613.0,8155.0,8241.0,8255.0,9203.0,951398
26,66052,12417.0,9613.0,8155.0,8241.0,8255.0,9203.0,12983.0,951398
27,63129,9613.0,8155.0,8241.0,8255.0,9203.0,12983.0,12427.0,951398
28,62103,8155.0,8241.0,8255.0,9203.0,12983.0,12427.0,10174.0,951398
29,64996,8241.0,8255.0,9203.0,12983.0,12427.0,10174.0,7945.0,951398
30,60987,8255.0,9203.0,12983.0,12427.0,10174.0,7945.0,6395.0,951398
31,63948,9203.0,12983.0,12427.0,10174.0,7945.0,6395.0,8464.0,951398
32,63832,12983.0,12427.0,10174.0,7945.0,6395.0,8464.0,8755.0,951398
33,61338,12427.0,10174.0,7945.0,6395.0,8464.0,8755.0,12773.0,951398
34,59765,10174.0,7945.0,6395.0,8464.0,8755.0,12773.0,12002.0,951398
35,61662,7945.0,6395.0,8464.0,8755.0,12773.0,12002.0,10067.0,951398
36,65609,6395.0,8464.0,8755.0,12773.0,12002.0,10067.0,8394.0,951398
37,57407,8464.0,8755.0,12773.0,12002.0,10067.0,8394.0,8419.0,951398
38,54692,8755.0,12773.0,12002.0,10067.0,8394.0,8419.0,6373.0,951398
39,55835,12773.0,12002.0,10067.0,8394.0,8419.0,6373.0,8852.0,951398
40,56340,12002.0,10067.0,8394.0,8419.0,6373.0,8852.0,13014.0,951398
41,56887,10067.0,8394.0,8419.0,6373.0,8852.0,13014.0,12423.0,951398
42,60552,8394.0,8419.0,6373.0,8852.0,13014.0,12423.0,10373.0,951398
43,63825,8419.0,6373.0,8852.0,13014.0,12423.0,10373.0,8383.0,951398
44,64531,6373.0,8852.0,13014.0,12423.0,10373.0,8383.0,8447.0,951398
45,63745,8852.0,13014.0,12423.0,10373.0,8383.0,8447.0,8546.0,951398
46,62450,13014.0,12423.0,10373.0,8383.0,8447.0,8546.0,8268.0,951398
47,62098,12423.0,10373.0,8383.0,8447.0,8546.0,8268.0,12095.0,951398
48,55974,10373.0,8383.0,8447.0,8546.0,8268.0,12095.0,12245.0,951398
49,59388,8383.0,8447.0,8546.0,8268.0,12095.0,12245.0,9669.0,951398
50,55509,8447.0,8546.0,8268.0,12095.0,12245.0,9669.0,7606.0,951398
51,55921,8546.0,8268.0,12095.0,12245.0,9669.0,7606.0,7227.0,951398
